,date,lon,lat,type,elevation,Barren,Cultivated and Managed Vegetation,Deciduous Broadleaf Trees,Evergreen Broadleaf Trees,Evergreen Deciduous Needleleaf Trees,Herbaceous Vegetation,Mixed-Other Trees,Open Water,Regularly Flooded Vegetation,Shrubs,Snow-Ice,Urban-Built-up,distance_light,distance_water,Temperature,U_Wind,V_wind,Precipitation,NDVI,Pop,year_precipitation,month
2387,2016/2/23,114.8084492,29.87279825,0,116,0,8,23,0,4,0,36,0,0,30,0,0,14.2492658,4.722130267,280.80777850000004,-0.594537258,0.106348836,0.000698575,0.37313999,37,1487,2
2388,2015/2/3,119.9337,34.379220000000004,1,0,19,0,0,0,0,0,0,55,24,0,0,2,8.322651136000001,0.0,274.9736982,0.233574169,-0.917981914,1.74e-06,0.140784998,0,814,2
2389,2014/7/5,132.84316,45.15072,1,80,5,83,0,0,0,0,13,0,0,0,0,0,52.02205261,0.437039779,296.3318525,1.963083616,5.358492919,0.0007206389999999999,0.72105,3,608,7
2390,2014/5/26,123.05906,46.32385,1,137,7,42,0,0,0,51,0,0,0,0,0,0,24.78054605,2.811938477,290.5307094,1.775934696,-0.394985667,0.0007393810000000001,0.26148501,21,399,5
2391,2015/8/18,132.89104,45.00124,1,67,0,74,0,0,9,0,17,0,0,0,0,0,28.55623798,2.957815724,295.198373,-0.726982534,0.989774193,0.002093706,0.70115498,0,624,8
2392,2018/12/12,116.0219004,29.9738825,1,9,0,26,0,3,10,0,0,59,3,0,0,0,12.19426968,0.0,276.8388236,-1.025876952,-1.447765189,0.0006361919999999999,-0.3,176,1406,12
2393,2019/2/2,94.10746704,38.33302706,0,2749,100,0,0,0,0,0,0,0,0,0,0,0,19.32839248,22.63516204,262.3677237,-0.042202328,-1.046981292,4.85e-05,0.007240000000000002,0,27,2
2394,2016/11/19,109.713416,34.39318385,0,749,0,100,0,0,0,0,0,0,0,0,0,0,9.199075647999999,0.240218327,279.3497402,-0.034835138,0.868952917,0.001494267,0.427825,89,638,11
2395,2014/8/15,133.20443999999998,46.16675,1,66,4,75,0,0,3,0,18,0,0,0,0,0,32.22023635,21.40129789,293.1326773,0.034271078,0.93323476,0.001929433,0.8232200190000001,1,589,8
2396,2018/12/22,81.03977490000003,44.6452974,0,2072,0,0,0,0,0,0,0,100,0,0,0,0,48.96278679,0.0,260.5880737,0.564679869,0.57677882,0.000811485,-0.3,0,454,12
2397,2015/7/11,87.34354386,43.04573162,0,2560,48,0,0,0,0,52,0,0,0,0,0,0,4.235554119,10.83391807,281.5246844,0.503669151,-0.689352712,0.002511002,0.264405005,0,242,7
2398,2016/7/23,87.02249273,40.57808309,0,905,100,0,0,0,0,0,0,0,0,0,0,0,137.96823669999998,37.73846648,303.2378714,-0.852135931,-1.888485636,0.000104994,0.049154999000000005,0,34,7
2399,2014/7/20,132.851,45.12953,1,69,0,44,0,0,18,17,20,1,0,0,0,0,48.61994933,0.367869049,296.3591221000001,2.146491502,4.219909097,0.007057873,0.72105,2,611,7
2400,2016/1/1,85.88229557,32.88709092,0,4969,31,0,0,0,0,19,0,0,0,50,0,0,217.1472043,12.24199103,259.6678946,2.658758845,1.106080215,4.72e-05,0.085225,0,160,1
2401,2016/10/24,113.8623442,28.39748905,0,167,0,17,0,14,9,0,38,0,0,21,0,0,35.33238013,16.52922365,293.221575,0.074634297,-1.36784545,0.0017804429999999996,0.63777002,78,1535,10
2402,2019/3/26,111.1448949,40.19657321,0,1000,0,48,0,0,0,52,0,0,0,0,0,0,8.329012456000001,0.6844590309999999,277.5377677,3.1331271610000004,-0.461445366,2.32e-05,0.134769995,59,393,3
2403,2015/5/18,104.7960241,32.51690995,0,1369,0,18,0,22,21,0,39,0,0,0,0,0,30.15586426,47.76000324,289.5830602,-0.092561867,0.16199623,0.0016313120000000002,0.82085,37,787,5
2404,2016/4/2,112.8955909,43.46674235,0,1054,48,0,0,0,0,52,0,0,0,0,0,0,27.90205323,20.34752276,278.1172093,3.309131503,-0.5501987079999999,7.65e-06,0.096195001,0,183,4
2405,2014/10/31,126.7023276,43.61855689,0,501,3,0,66,0,0,0,31,0,0,0,0,0,13.08330521,1.13962361,276.98326769999994,0.8470560309999999,0.107908943,0.000475724,0.416575,25,720,10
2406,2015/10/19,91.38799951,37.94659826,0,3319,100,0,0,0,0,0,0,0,0,0,0,0,59.34174081,47.19485547,276.3513707,0.745614393,-0.8195482070000001,0.000117816,0.043735001,2,54,10
2407,2019/1/26,114.6024491,30.12426208,1,34,0,94,0,0,0,0,0,6,0,0,0,0,14.95887386,0.186228539,280.2792489,-1.251261328,-0.361449169,9.01e-05,0.28365,272,1349,1
2408,2014/11/18,82.8207532,35.00197715,0,5058,32,11,0,0,0,58,0,0,0,0,0,0,215.3614203,20.32163732,259.1844918,4.730961255,2.160296134,1.29e-06,0.089175,0,69,11
2409,2016/3/21,90.43664999,36.18642835,0,4989,75,0,0,0,0,25,0,0,0,0,0,0,109.2954999,22.80452797,257.296681,0.7804985390000001,-0.180335611,0.000961437,0.045660001,0,154,3
2410,2018/12/12,116.0255283,29.9834664,1,17,0,16,0,15,0,0,15,38,17,0,0,0,13.485038,0.0,276.8388236,-1.025876952,-1.447765189,0.0006361919999999999,-0.3,246,1405,12
2411,2015/8/22,131.27801000000002,44.01871,1,91,15,75,0,0,0,0,10,0,0,0,0,0,16.05940824,11.58043714,292.3833139,-0.747404886,2.033635616,0.006363978,0.80665,12,583,8
2412,2015/2/1,110.4608206,37.82004909,0,1113,48,0,0,0,0,52,0,0,0,0,0,0,27.70622301,15.86548649,267.9676906,0.755888577,-0.986372607,0.000103971,0.1415,84,484,2
2413,2014/3/11,93.37966488,37.77826286,0,2687,98,0,0,0,0,2,0,0,0,0,0,0,20.19905576,4.494001686,271.6546195,-0.039898532,-1.218869094,2.2e-05,0.041904999,0,24,3
2414,2016/5/6,89.81496501,36.86892818,0,4301,35,0,0,0,0,65,0,0,0,0,0,0,139.8493374,53.09362097,274.16196119999995,1.941990452,-0.141523766,0.000790755,0.08012999900000001,0,110,5
2415,2014/7/19,132.8516,45.13044,1,69,0,44,0,0,18,17,20,1,0,0,0,0,48.72174615,0.452430389,296.3627276,1.7737817809999998,4.367168128,0.006825685,0.72105,2,611,7
2416,2015/9/29,133.92196,46.31733,1,46,0,69,0,0,13,0,16,1,0,0,0,0,21.30254831,0.753096436,283.9597299,2.9209502080000003,-0.772576877,0.003475458,0.70151001,1,636,9
2417,2015/5/8,94.83508419,42.28507751,0,1022,100,0,0,0,0,0,0,0,0,0,0,0,78.17719497,12.00836789,290.0302211,-0.056180222,0.101157337,0.000199081,0.05195,0,43,5
2418,2015/9/3,133.15046,45.30204000000001,1,66,0,73,0,0,13,0,14,0,0,0,0,0,34.90701188,8.924974322,290.9337464,0.948582909,0.058268875,0.001122093,0.65894502,1,613,9
2419,2014/10/16,133.85662,46.23201,1,55,0,29,0,0,13,0,22,2,35,0,0,0,28.65672196,0.267813065,279.2695923,1.095803397,1.3436248219999998,0.000928344,0.318205005,0,634,10
2420,2019/3/14,130.07870309999998,43.64975788,0,758,0,0,0,0,20,0,80,0,0,0,0,0,27.88386481,24.6677141,270.3835188,1.849040304,-0.230206336,0.000205152,0.372619995,5,627,3
2421,2015/10/23,101.6465586,25.94084811,0,1408,0,77,0,0,0,23,0,0,0,0,0,0,13.59755758,5.4441911639999985,289.16520039999995,0.471540157,0.805477819,0.000151304,0.60253501,34,797,10
2422,2016/6/9,96.79721569,32.31150646,0,4147,0,48,0,0,0,52,0,0,0,0,0,0,36.45405032,17.22521732,279.12507410000006,-0.195151363,0.127478553,0.002333995,0.56208999,15,511,6
2423,2015/6/27,133.83435,46.30714,1,56,32,61,0,0,3,0,4,0,0,0,0,0,30.47389122,2.441272361,292.21943010000007,0.357981503,1.956099293,0.00306523,0.78980498,0,633,6
2424,2016/8/7,128.30812,61.76917,1,268,0,0,0,0,31,7,25,0,19,19,0,0,106.6177233,3.46148873,288.0679539,0.8335857390000001,-0.049513838,0.000616507,0.7046549809999999,0,290,8
2425,2014/11/29,119.0321,37.73086,1,5,0,41,0,0,0,38,0,0,0,21,0,0,19.05724623,1.257300158,277.83057510000003,1.908912063,-2.0105567580000003,0.001412004,-0.3,1,585,11
2426,2016/8/20,128.19436000000002,50.95419,1,146,0,32,0,0,6,19,30,4,0,9,0,0,19.88609233,0.029174516,291.7132525,0.522760102,0.180393389,4.4e-05,0.768279981,6,564,8
2427,2016/6/8,134.611187,48.153887,1,33,16,17,0,0,4,17,4,41,0,0,0,0,23.020119,0.0,288.6677508,-0.98294058,1.089846926,0.003806045,0.7087,11,665,6
2428,2016/4/15,103.3236495,41.35241712,0,960,100,0,0,0,0,0,0,0,0,0,0,0,252.2855095,157.1335361,285.82565310000007,3.745284149,0.546783648,2.21e-07,0.082029999,0,52,4
2429,2015/10/18,132.16016000000002,44.10183,1,84,19,68,0,0,1,0,11,0,0,0,0,0,7.869576995,5.917193344,281.5351475,0.46882302,0.44323204,0.0006065409999999999,0.45831499,64,644,10
2430,2018/12/7,114.5949537,30.14326374,1,16,0,8,0,0,0,0,0,92,0,0,0,0,14.98114589,0.0,278.0468837,-1.204395933,-2.231136322,0.005245646,0.31095,171,1344,12
2431,2014/6/25,121.77172,46.94618,1,379,0,63,0,0,0,37,0,0,0,0,0,0,59.44867121,91.9915541,294.4426488,0.6953066840000001,-0.7469023340000001,0.001286418,0.536875,21,429,6
2432,2016/9/28,88.47750831,37.21562538,0,4566,100,0,0,0,0,0,0,0,0,0,0,0,253.3171845,7.838822432000001,271.3508911,2.487067222,0.071302218,0.000142797,0.075879999,0,108,9
2433,2014/8/8,101.9803719,28.19368091,0,2203,0,47,0,0,0,53,0,0,0,0,0,0,15.78234297,25.76253951,290.532523,-0.04644743,0.23376242,0.010589913,0.652354981,16,1001,8
2434,2013/4/7,77.04299779,36.53963554,0,5358,27,0,0,0,0,0,0,0,0,0,73,0,132.09460829999998,20.39510917,260.2691912,0.248566227,0.40811055,0.0006740110000000001,0.00627,0,65,4
2435,2016/10/8,103.3253337,38.91862179,0,1330,16,17,0,0,0,67,0,0,0,0,0,0,47.7793339,85.95140303,284.9117737,-0.937786911,-1.524343005,7.85e-06,0.112405005,53,105,10
2436,2016/3/17,116.86984,35.20798,1,104,0,100,0,0,0,0,0,0,0,0,0,0,8.851854388,12.39510559,284.4352504,-1.49661899,1.1822350659999998,7.43e-06,0.44941001,282,701,3
2437,2018/2/5,120.7997875,14.36422597,1,14,0,27,0,0,0,0,0,73,0,0,0,0,2.04076557,0.0,298.1023952,-2.013386335,-1.375989514,0.000589861,-0.3,1066,2039,2
2438,2014/7/27,117.3784089,49.38195911,0,692,0,48,0,0,0,52,0,0,0,0,0,0,8.674409299,3.1711840010000003,294.68431739999994,0.21928089,1.399226602,0.000499326,0.46043501,0,310,7
2439,2016/3/16,120.9339979,41.88129211,0,181,0,100,0,0,0,0,0,0,0,0,0,0,20.53733335,18.19493231,277.8866664,0.775077437,0.8454160690000001,0.0,0.20871001,56,476,3
2440,2018/12/21,114.5689596,30.13073758,1,34,0,100,0,0,0,0,0,0,0,0,0,0,18.19176892,0.16305273,283.0136675,-1.26006559,-0.980752919,0.001312995,0.35688999,147,1349,12
2441,2018/12/13,129.9128597,48.37242768,0,565,0,0,30,0,0,0,70,0,0,0,0,0,36.71139514,35.94452156,253.2288862,1.435071349,-0.130246628,1.36e-05,0.374355005,0,664,12
2442,2019/1/1,110.1083395,35.16237381,0,724,0,100,0,0,0,0,0,0,0,0,0,0,7.147467183,10.64932968,269.40428810000003,-0.941841594,-1.127401062,1.81e-07,0.25021499,657,552,1
2443,2019/2/6,106.077262,37.36412092,0,1359,27,20,0,0,0,18,0,0,0,35,0,0,5.92202768,38.95150299,269.82165960000003,0.666423057,-0.168307245,0.000124844,0.117909998,35,264,2
2444,2016/3/23,88.68564149,29.45267134,0,5423,0,37,0,0,0,63,0,0,0,0,0,0,30.49393248,22.02002923,270.9770682,1.646418529,0.493245904,2.44e-05,0.112344995,6,212,3
2445,2015/7/18,112.21612,51.23694,1,801,7,42,0,0,14,17,12,7,0,0,0,0,37.42781497,0.0,294.0702122,-0.300184701,-1.06871361,0.002560161,0.62935498,0,343,7
2446,2019/1/20,78.93816690000001,38.55715628,0,1199,100,0,0,0,0,0,0,0,0,0,0,0,146.0072352,130.6973056,267.995588,-0.90641261,0.27285638,3.73e-05,0.061395001,0,38,1
2447,2018/11/10,112.3291205,31.75629348,0,58,0,100,0,0,0,0,0,0,0,0,0,0,9.131241036,1.436681071,284.5418222,-0.35313063,0.021158589,0.001351581,0.361725,163,870,11
2448,2016/12/7,105.9105274,25.20331967,0,384,0,90,0,0,0,0,10,0,0,0,0,0,8.193596152000001,35.76858522,286.8440421,-0.01337845,0.608092955,2.54e-05,0.50405,165,1182,12
2449,2014/8/10,122.50980359999998,53.17223686,0,429,0,0,0,0,53,0,47,0,0,0,0,0,33.68857197,45.64747303,291.7006923,-0.17104337,0.633381018,0.0013678260000000002,0.81553999,4,442,8
2450,2016/5/18,106.8207396,34.35636758,0,854,0,28,0,0,0,0,31,0,0,41,0,0,6.35879756,29.30610876,290.0080828,-0.007052362,0.7761047759999999,0.000469428,0.81031499,15,682,5
2451,2016/9/13,125.401733,39.38074500000001,1,5,28,0,0,0,7,14,16,11,0,23,0,0,60.06823542,0.0,294.9064811,-0.5945819529999999,-0.524418542,0.000400543,-0.3,390,999,9
2452,2015/11/15,95.35040503,44.22610158,0,1030,100,0,0,0,0,0,0,0,0,0,0,0,78.63881777,44.09588814,275.0042943,2.311940091,-1.337068754,0.000128814,0.04476499900000002,0,54,11
2453,2016/6/10,126.0471,49.06542,1,282,0,78,0,0,0,22,0,0,0,0,0,0,57.96069503,7.432374726,288.0617327,-0.490726931,-0.003780842,0.001793226,0.57576499,3,510,6
2454,2015/10/29,123.14324,46.0862,1,134,15,62,0,0,0,23,0,0,0,0,0,0,16.66289169,4.23876345,274.72470530000004,3.388143165,0.005463277,0.000161426,0.191819995,4,401,10
2455,2016/3/1,85.24329838,42.84262778,0,2748,48,0,0,0,0,52,0,0,0,0,0,0,117.0549732,33.99934312,264.9988273,1.5495448369999998,0.7086308259999999,0.000235032,0.061520001,0,252,3
2456,2014/10/21,78.86192667,38.31221553,0,1225,100,0,0,0,0,0,0,0,0,0,0,0,116.0951821,110.3957378,287.8324018,-1.354887809,0.8243934709999999,0.0,0.055475,0,38,10
2457,2016/11/17,91.57864315,36.77194025,0,3783,77,0,0,0,0,0,23,0,0,0,0,0,55.88717669,39.30260774,265.0089199,2.80671978,0.363174886,1.39e-05,0.07905999799999999,0,93,11
2458,2014/12/19,129.29036000000002,42.75486,1,271,33,61,0,0,0,0,6,0,0,0,0,0,9.379930972999999,16.78644903,259.000085,3.094239473,-0.6854331490000001,0.000275328,0.212455005,90,557,12
2459,2014/8/25,87.84037118,47.2293235,0,535,7,41,0,0,0,51,0,0,0,0,0,0,6.581314912000001,2.088621801,296.8213981,2.076462345,-2.548735435,7.020000000000001e-05,0.311019995,11,147,8
2460,2016/2/25,108.3334188,35.41354292,0,1119,0,100,0,0,0,0,0,0,0,0,0,0,39.91451347,16.55611322,274.806706,0.371571873,0.365400314,5.56e-05,0.220894995,126,568,2
2461,2015/2/8,115.60764,35.83077,1,46,0,100,0,0,0,0,0,0,0,0,0,0,6.82496603,4.530312312,274.6701398,0.200244882,-0.561585137,0.0,0.269675,318,585,2
2462,2016/10/8,102.9591748,33.93192916,0,3636,0,48,0,0,0,52,0,0,0,0,0,0,31.91004418,12.01496173,275.5992257,-1.262712257,0.532329823,0.004766591,0.45054502,3,670,10
2463,2015/10/2,123.07626,46.24207,1,134,29,18,0,0,0,36,0,17,0,0,0,0,13.50557977,0.0,284.0556641,3.031099379,-3.259176071,0.000492576,0.24646001,14,399,10
2464,2019/2/24,124.3532689,48.29449309,0,183,10,54,0,0,0,36,0,0,0,0,0,0,9.932108051,12.7663672,271.3563232,2.098763994,-0.21978225,6.02e-06,0.125205005,77,463,2
2465,2018/12/1,117.4722474,33.08524318,0,24,0,100,0,0,0,0,0,0,0,0,0,0,12.52091743,6.174378056,284.8010559,-0.926094622,-0.7138147779999999,0.002369318,0.361005005,374,843,12
2466,2019/2/5,124.3925051,45.78650507,0,125,14,40,0,0,0,36,0,10,0,0,0,0,10.58919291,0.0,257.498158,2.002220358,-1.285300102,8.56e-06,0.152055005,38,421,2
2467,2016/2/15,86.05908905,34.4025234,0,5428,83,0,0,0,0,17,0,0,0,0,0,0,357.6005521,25.87218167,257.05278230000005,5.477103437999999,1.564754946,0.000212575,0.072075,0,131,2
2468,2015/9/11,115.6973645,27.03218295,0,163,0,81,0,0,0,0,9,0,0,9,0,0,41.83950685,8.738193237,295.7529297,-0.357473969,-0.136642405,0.000543206,0.56757998,466,1552,9
2469,2019/2/23,116.03225559999998,29.98821192,1,17,0,16,0,15,0,0,15,38,17,0,0,0,14.26179746,0.0,278.6247777,-1.116847868,-1.169761402,0.002816481,-0.3,6,1405,2
2470,2015/12/3,121.99488,40.92825,1,3,0,69,0,0,9,0,0,0,0,0,22,0,8.062629926,4.1800821280000005,271.5740749,1.509709418,-0.378920913,0.000447893,0.19135,19,632,12
2471,2019/2/27,82.47966225,39.8064169,0,1049,100,0,0,0,0,0,0,0,0,0,0,0,14.76984657,133.6562527,276.795711,-1.43865037,0.7806384479999999,5.49e-07,0.050364999,0,26,2
2472,2013/4/26,107.6098059,37.07697687,0,1483,16,34,0,0,0,51,0,0,0,0,0,0,3.857270154,70.22774985,286.1767273,0.198414654,-0.011035442,2.53e-05,0.157044995,9,383,4
2473,2014/11/1,120.6799264,41.15005145,0,186,0,89,0,0,0,11,0,0,0,0,0,0,3.484635222,13.35078231,282.315155,1.38142154,0.106412364,6.39e-06,0.235994995,401,561,11
2474,2015/7/28,132.89626,45.01717,1,67,25,61,0,0,3,0,11,0,0,0,0,0,30.47632898,4.02460118,298.1581029,1.359231148,2.495681388,0.0006715219999999999,0.73168999,0,622,7
2475,2019/2/23,115.3820007,29.84446406,1,15,0,42,0,0,0,2,0,56,0,0,0,0,5.910213272000001,0.0,278.6253444,-0.310247042,-0.396927046,0.0026950790000000004,0.216280005,0,1405,2
2476,2015/10/31,111.0574923,32.32890146,0,364,0,23,36,0,0,0,33,0,0,8,0,0,23.17589171,26.25116883,282.7992466,-0.279478895,0.247451412,0.001034861,0.679875,71,884,10
2477,2013/3/26,100.2910598,38.22087484,0,3365,0,8,0,0,0,92,0,0,0,0,0,0,64.25476397,31.73047137,271.3037109,0.330263479,-0.368115813,8.25e-05,0.221394995,29,359,3
2478,2015/8/29,117.4573462,33.5474983,0,23,0,100,0,0,0,0,0,0,0,0,0,0,8.093344943,7.394293299,297.0278538,-0.394329803,1.206547028,0.001743494,0.7615799809999999,188,708,8
2479,2019/2/25,114.5343465,30.17962285,1,23,0,75,0,0,11,0,0,14,0,0,0,0,21.354796,0.171077483,279.7592076,-0.493343328,-0.6243452979999999,0.001650043,-0.3,136,1335,2
2480,2019/1/6,87.99068740000001,44.81527107,0,579,50,0,0,0,0,27,0,0,0,23,0,0,46.90973384,86.41319172,259.9914943,-1.5922019230000002,0.087496144,1.31e-05,0.033985001,0,177,1
2481,2016/2/2,116.29908,28.90755,1,14,0,32,0,0,5,0,12,33,18,0,0,0,11.95168412,0.0,277.1673322,-0.326961636,0.523469325,0.002320832,0.242930005,15,1282,2
2482,2015/5/27,108.0088917,35.62748566,0,1008,0,100,0,0,0,0,0,0,0,0,0,0,23.46365734,37.17391106,293.5498047,-0.407794024,1.105338284,0.000246858,0.506075,182,532,5
2483,2016/10/1,104.3795979,33.64360856,0,2478,0,30,0,0,18,30,0,0,0,22,0,0,34.44147103,36.77459683,285.2327314,-0.205204589,0.393418964,0.001900202,0.61506001,86,656,10
2484,2014/10/23,133.43928,45.69352,1,55,0,17,0,0,38,3,3,8,32,0,0,0,12.03956812,0.0,278.7475673,1.715116399,1.133374137,0.001010917,0.364119995,2,617,10
2485,2016/5/24,102.2314528,35.81314562,0,2579,0,48,0,0,0,52,0,0,0,0,0,0,8.023711548,2.9234007660000003,278.6965637,-0.833156969,-0.6992575440000001,0.0030100870000000003,0.35868501,52,481,5
2486,2016/5/27,134.355658,48.11075200000001,1,56,30,35,0,0,1,14,21,0,0,0,0,0,13.54978261,16.83611925,287.1684527,0.134314665,1.3686200119999998,0.003661285,0.41190498,4,662,5
2487,2016/3/24,123.4828,46.01726,1,132,48,0,0,0,0,52,0,0,0,0,0,0,17.13091642,1.6336720619999998,276.4823347,0.110844987,-1.185619105,2.97e-05,0.14,48,400,3
2488,2014/10/19,122.8337031,49.72748478,0,803,4,0,0,0,19,0,76,0,0,0,0,0,157.72627169999996,53.05997069,272.9179862,2.188925369,-0.026540867000000003,0.00010865,0.387055005,0,527,10
2489,2019/3/18,101.8471687,22.50883793,0,932,0,44,5,0,0,0,25,0,0,26,0,0,8.203603387000001,57.20980499,295.1259330000001,0.39161846,0.763215925,0.000189869,0.742175,36,1860,3
2490,2018/1/1,110.89525659999998,41.32587504,0,1659,48,0,0,0,0,52,0,0,0,0,0,0,11.66079541,3.054600265,259.9581931,1.931824867,-0.491715644,3.950000000000001e-05,0.135015002,26,300,1
2491,2015/4/29,129.2904,42.75479,1,271,33,61,0,0,0,0,6,0,0,0,0,0,9.376821986,16.79547656,292.0807713,1.342775285,0.5543860279999999,0.000149383,0.27408999,90,557,4
2492,2016/5/22,134.61081,48.153742,1,33,16,17,0,0,4,17,4,41,0,0,0,0,23.06430068,0.0,290.1523917,0.857739857,1.4031438230000002,0.002473536,0.419329981,7,665,5
2493,2015/8/31,102.0199045,23.07947965,0,921,0,61,0,0,0,0,22,0,0,17,0,0,26.61859799,8.386061009,293.4055394,-0.093517005,0.098929984,0.009918574,0.67992002,54,1483,8
2494,2015/6/11,97.43137722,36.33079229,0,2803,29,27,0,0,0,44,0,0,0,0,0,0,67.78960372,23.24501056,287.2296753,1.5607220869999998,-0.095748506,0.00058367,0.237294995,2,265,6
2495,2015/9/11,120.2600055,43.05375324,0,361,24,0,0,0,0,32,0,0,0,45,0,0,46.16387875,34.81084038,291.0652814,1.748490265,1.631192693,0.000820949,0.35383501,23,381,9
2496,2015/5/5,132.40088,47.87283,1,51,11,46,8,0,5,17,14,0,0,0,0,0,26.09863159,2.542186731,281.7752424,-0.059160028,2.208467258,0.0008054119999999999,0.49623501,0,583,5
2497,2016/6/18,134.611447,48.153748,1,33,16,17,0,0,4,17,4,41,0,0,0,0,23.02202969,0.0,291.88354489999995,-1.207637583,0.365714465,0.001512092,0.7087,8,665,6
2498,2014/11/5,95.2613489,32.580512899999995,0,4269,0,24,0,0,0,76,0,0,0,0,0,0,144.0460862,91.41416261,265.5597578,1.595742983,0.620759253,0.000360234,0.20586001,10,541,11
2499,2015/4/25,106.2077327,23.31462606,0,1071,0,51,0,0,0,0,32,0,0,18,0,0,18.87561944,7.771331216,291.3391767,-0.118795416,0.08538339800000001,0.001912193,0.60812002,74,1446,4
2500,2014/7/23,110.1594219,36.21252434,0,1010,0,77,0,0,0,23,0,0,0,0,0,0,20.45551377,25.05503215,296.246957,-0.042764638,-0.095210399,0.0017148620000000002,0.65188501,78,530,7
2501,2015/9/19,123.0713,46.22687,1,134,27,18,0,0,0,34,0,21,0,0,0,0,11.25999093,0.13328784400000002,289.83225360000006,0.13307757,-0.112304475,0.001553752,0.48908501,14,399,9
2502,2016/3/13,114.2994811,41.8041584,0,1488,0,48,0,0,0,52,0,0,0,0,0,0,27.72718317,14.2981154,269.2864816,3.006947722,0.5517664760000001,0.0,0.17763499800000002,35,344,3
2503,2018/12/15,86.21455453,47.902486,0,442,0,48,0,0,0,52,0,0,0,0,0,0,32.36603424,5.311472872,265.8608922,-4.022456612,2.006832531,0.000199663,0.130430005,15,167,12
2504,2016/1/4,94.53749031,39.35098182,0,3688,100,0,0,0,0,0,0,0,0,0,0,0,41.93504137,50.57933138,262.4570138,-0.407173072,1.384408755,6.790000000000001e-05,0.06812999900000001,0,84,1
2505,2014/11/8,73.84748945,39.31227016,0,3647,59,0,0,0,0,16,0,17,0,0,9,0,143.2809474,0.0,259.8749782,0.509920163,1.047914611,0.000796481,0.024839999,0,253,11
2506,2014/12/31,98.36764084,36.59256527,0,3352,65,0,0,0,0,35,0,0,0,0,0,0,45.12868838,32.2182048,261.71493530000004,-0.651231366,1.389738185,8.18e-06,0.098995001,0,223,12
2507,2015/7/22,114.91199679999998,34.47758035,0,58,0,100,0,0,0,0,0,0,0,0,0,0,13.69630185,14.61824306,300.3435015,-0.66481947,1.391549979,0.000391872,0.69566499,382,661,7
2508,2019/1/30,114.5696666,30.13099987,1,34,0,100,0,0,0,0,0,0,0,0,0,0,18.10677107,0.22372871,279.94676430000004,-0.246953922,-0.941516923,0.000946768,0.32465,164,1349,1
2509,2015/3/25,123.10566,46.22942000000001,1,134,1,0,0,0,0,45,0,54,0,0,0,0,14.30266007,0.0,277.4960414,1.91001583,-0.799594755,7.19e-06,0.149269995,13,399,3
2510,2015/3/4,80.18919075,34.0485406,0,5419,82,0,0,0,0,18,0,0,0,0,0,0,102.125627,10.14513384,251.7213331,0.810963175,0.668221708,0.000646428,0.025535001,0,59,3
2511,2014/10/11,133.09956,45.26091,1,65,27,61,0,0,3,0,10,0,0,0,0,0,42.30641687,9.313175549,280.3437195,1.054918664,-0.166226323,0.002770999,0.3204,2,614,10
2512,2019/1/16,100.4181224,34.75714111,0,3632,0,39,0,0,4,57,0,0,0,0,0,0,30.23419462,114.3416141,258.8603581,0.7269516290000001,0.986630372,0.000376562,0.28883501,3,496,1
2513,2016/5/21,134.592728,48.174383,1,37,45,54,0,0,0,0,1,0,0,0,0,0,21.7590676,0.0,290.9928807,0.666106752,1.815597168,0.00110609,0.483879981,11,666,5
2514,2014/10/21,122.855,43.339,1,187,48,0,0,0,0,52,0,0,0,0,0,0,60.24971581,5.64160716,283.8041643,0.912941592,2.7839251760000003,6.92e-05,0.263225,9,463,10
2515,2016/11/9,128.302003,45.60631,1,198,0,43,33,0,0,12,12,0,0,0,0,0,23.71649316,25.2642889,267.3956735,0.8359661190000001,0.078207795,0.000741873,0.2534,0,643,11
2516,2016/1/2,116.30036,28.94254,1,15,0,26,0,0,11,0,0,36,27,0,0,0,11.04156309,0.0,283.8276934,-0.443585353,-3.672154903,0.001079037,0.32936499,4,1307,1
2517,2014/8/14,83.7617745,37.1247396,0,1885,100,0,0,0,0,0,0,0,0,0,0,0,96.84355968,85.44951092,295.1415884999999,-1.3989469490000002,-1.216948066,2.9600000000000005e-05,0.06255,0,33,8
2518,2016/2/1,124.7093842,53.07800979,0,278,0,0,0,0,20,0,80,0,0,0,0,0,97.47865898,11.20524583,251.635291,1.924004538,0.289990404,1.82e-05,0.31236499,0,464,2
2519,2015/3/30,129.29036000000002,42.7548,1,271,33,61,0,0,0,0,6,0,0,0,0,0,9.381052627999999,16.79084587,279.42599920000004,1.394843544,-0.030505272000000007,0.001840998,0.22471499,90,557,3
2520,2016/3/30,118.20114,33.62617,1,16,0,100,0,0,0,0,0,0,0,0,0,0,13.83127851,19.56847874,288.7650408,0.5745193279999999,1.051700081,2.33e-05,0.520175,261,771,3
2521,2019/4/27,113.1071876,38.67827599,0,1085,0,45,0,0,3,41,12,0,0,0,0,0,2.964820409,12.78279464,282.3392029,-0.372418514,-0.168592734,0.004358757,0.184319995,100,425,4
2522,2019/3/21,114.2653983,36.40524132,1,106,0,46,0,0,27,0,13,13,0,0,0,0,3.86807885,0.0,285.8378601,0.328065319,0.644745912,0.000118449,0.325725,256,558,3
